Unique ID;Player;Best Pos;Position;Age;Nation of Birth;Club;Division;Appearances;Minutes;Rating;Playing Time;Transfer Value;Wage;Expires;Height;Preferred Foot;Left Foot;Right Foot;Poss Lost/90;Poss Won/90;Ps C/90;Ps A/90;Pr passes/90;OP-KP/90;Tcon/90;Ch C/90;Pres A/90;Pres C/90;Blk/90;Clr/90;Int/90;Tck/90;Dist/90;Drb/90;Sprints/90;OP-Crs A/90;xSv %;Sv %;CCC;OP-Crs C/90;Hdrs L/90;Hdrs W/90;Cln/90;xA/90;xG/90;xG-OP;NP-xG/90;Fouls Made;Fouls Against;Yel;Red cards;Aer A/90;K Hdrs/90;Crs A/90;Cr C/90;Con/90;Goals per 90 minutes;Saves/90;Tgls/90;MLG;Off;Asts/90;KP/90;xGP/90;Shots From Outside The Box Per 90 minutes;ShT/90;Shot/90;K Tck/90;Shts Blckd/90
2000300706;Hugo Pita;AM (C);M/AM (C);17;Spain;Ferrol;Second Division;0;0;-;Scouting Required;£0 - £80K;£40 - £55 p/w;30/6/2027;170 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000300716;Carlos Morandeira;DM;DM, M/AM (C);17;Spain;Ferrol;Second Division;1 (1);60;6.75;Scouting Required;£12K - £120K;£40 - £60 p/w;30/6/2027;189 cm;Right-Footed;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;2;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000300721;Áxel Quesada;M (C);DM, M (C);17;Spain;Ferrol;Second Division;0 (1);9;-;Scouting Required;£35K - £130K;£40 - £60 p/w;30/6/2027;185 cm;Right-Footed;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000301561;Marcos Navarro;D (L);D/WB (L);20;Spain;Levante;Second Division;0 (1);54;6.50;Scouting Required;£400K - £1.5M;£1K - £1.5K p/w;30/6/2026;173 cm;Left-Footed Only;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67149092;Miguel Bañuz;GK;GK;30;Spain;Leonesa;Spanish Federation 1A;38;3375;6.69;B Team Regular;£0 - £60K;£775 - £900 p/w;30/6/2024;185 cm;Right-Footed;Weak;Very Strong;7.5;3.4;13.0;21.4;0.0;0.0;1.1;0.0;0.0;0.0;0.0;8.3;0.1;0.0;5.7;0.0;0.0;0.0;87;70;0;0.0;0.0;0.0;0.3;0.0;0.0;0;0.0;0;15;0;0;0.0;0.0;0.0;0.0;1.1;0.0;2;1.3;1;0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
2000301955;Adrián Valenzuela;D (C);D (C);18;Spain;Granada B;Spanish Federation 1B;1;90;6.30;Scouting Required;£24K - £240K;£600 - £825 p/w;30/6/2026;178 cm;Right-Footed;Reasonable;Very Strong;8.0;7.0;37.0;45.0;6.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;10.4;0.0;1.0;0.0;0;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0;0.0;0;0;0;0;2.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000302402;Oscar Naasei Oppong;D (C);D (C);18;Ghana;Granada B;Spanish Federation 1B;1;84;6.60;Scouting Required;£0 - £30K;£210 - £300 p/w;30/6/2024;185 cm;Right-Footed;Reasonable;Very Strong;4.3;6.4;33.2;36.4;4.3;0.0;3.2;0.0;3.2;1.1;0.0;0.0;2.1;0.0;0.0;0.0;7.5;0.0;0;0;0;0.0;3.2;1.1;0.0;0.0;0.8;0.24;0.8;0;0;0;0;4.3;0.0;0.0;0.0;0.0;1.1;0;1.1;1;0;0.0;0.0;0.0;0.0;1.1;1.1;0.0;0.0
2000302929;Rachid Bouchaiba;D (C);D (C);18;Spain;Espanyol;Second Division;0;0;-;Scouting Required;Unknown;£160 - £250 p/w;30/6/2025;183 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000303343;Sébastien Koula Tou;GK;GK;19;Burkina Faso;Sabadell;Spanish Federation 1A;0;0;-;Scouting Required;£7K - £65K;£180 - £270 p/w;30/6/2025;196 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000303555;José Ángel;D (R);D/WB (R);18;Spain;Espanyol;Second Division;34 (7);0;-;Scouting Required;Unknown;£675 - £1K p/w;30/6/2026;172 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000303557;Arnau Pedrola;ST (C);ST (C);18;Spain;Espanyol;Second Division;0;0;-;Scouting Required;Unknown;£180 - £270 p/w;30/6/2025;184 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000303606;Rodri De la Llana;AM (R);M/AM (RL), ST (C);18;Spain;S. Gijón;Second Division;0;0;-;Scouting Required;£100K - £1M;£200 - £290 p/w;30/6/2025;181 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000306120;Aarón Delgado;AM (L);AM (L), ST (C);19;Spain;Leganés;Second Division;0;0;-;Scouting Required;£85K - £850K;£380 - £550 p/w;30/6/2026;176 cm;Left-Footed;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000308269;Pau Fernández;D (L);D/WB (L);19;Spain;Sabadell;Spanish Federation 1A;3 (10);450;6.61;Scouting Required;£120K - £450K;£480 - £725 p/w;30/6/2025;178 cm;Left-Footed;Very Strong;Reasonable;15.6;9.6;43.4;51.8;7.2;1.2;1.6;0.0;9.6;1.8;0.6;1.2;2.4;0.8;13.1;1.8;14.0;3.0;0;0;0;0.2;2.2;2.0;0.0;0.0;0.0;-0.09;0.0;6;4;0;0;4.2;0.6;3.0;0.2;0.0;0.0;0;1.2;0;1;0.2;1.2;0.0;0.4;0.0;0.6;0.0;0.0
2000308883;Javi Alba;M (C);DM, M/AM (C);19;Spain;Cornellà;Spanish Federation 1A;0 (5);105;6.70;Scouting Required;£3K - £30K;£170 - £260 p/w;30/6/2026;177 cm;Right-Footed;Reasonable;Very Strong;11.1;6.9;44.6;47.1;6.9;0.9;0.0;0.0;9.4;3.4;0.0;0.9;0.0;0.9;11.5;0.0;7.7;0.9;0;0;0;0.0;2.6;0.0;0.0;0.0;0.3;-0.3;0.3;1;0;0;0;2.6;0.9;11.1;2.6;0.0;0.0;0;0.9;0;0;0.0;1.7;0.0;0.0;0.0;0.9;0.0;0.0
2000308957;Julià Aguilar;ST (C);AM (RLC), ST (C);19;Spain;Cornellà;Spanish Federation 1A;0 (4);55;6.60;Breakthrough Prospect;£35K - £130K;£230 - £270 p/w;30/6/2026;179 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;-0.42;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000309578;Llorenç Serred;GK;GK;18;Spain;Espanyol;Second Division;5 (14);0;-;Scouting Required;Unknown;£230 - £350 p/w;30/6/2025;188 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000309582;Hugo Pascual;D (C);D (C);18;Spain;Espanyol;Second Division;0;0;-;Scouting Required;Unknown;£170 - £260 p/w;30/6/2025;187 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67157135;Germán Parreño;GK;GK;31;Spain;Coruña;Spanish Federation 1A;37;3121;6.96;Scouting Required;£30K - £325K;£1.8K - £2.6K p/w;30/6/2025;189 cm;Right-Footed Only;Very Weak;Very Strong;9.9;2.8;14.0;22.6;0.1;0.0;0.7;0.0;0.0;0.0;0.0;6.9;0.1;0.0;5.4;0.0;0.1;0.0;89;81;0;0.0;0.0;0.0;0.5;0.0;0.0;0;0.0;1;17;1;0;0.0;0.0;0.0;0.0;0.7;0.0;2;1.6;1;0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
2000312830;Pol Fornell;D (C);D (LC);19;Spain;Sabadell;Spanish Federation 1A;0 (1);26;6.50;Scouting Required;£28K - £275K;£250 - £370 p/w;30/6/2025;189 cm;Left-Footed;Very Strong;Reasonable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000318997;Tano;WB (L);D/WB (L);20;Spain;Antequera;Spanish Federation 1B;1 (4);109;7.20;Scouting Required;£12K - £50K;£240 - £330 p/w;30/6/2025;182 cm;Left-Footed;Very Strong;Reasonable;3.3;16.5;38.0;41.3;5.0;0.0;0.0;0.0;9.9;3.3;0.8;0.8;0.0;2.5;13.3;0.0;11.6;0.8;0;0;0;0.0;1.7;4.1;0.0;0.0;0.1;0.93;0.1;1;0;0;0;5.8;1.7;0.8;0.0;0.0;0.8;0;2.5;0;0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.8
2000325641;Peque;D (C);D (RC);17;Spain;S. Gijón;Second Division;0;0;-;Scouting Required;Unknown;£70 - £110 p/w;30/6/2025;185 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000327569;Aidan Pérez;M (L);D/WB/M (L);18;Spain;Albacete;Second Division;0;0;-;Scouting Required;Unknown;£190 - £280 p/w;30/6/2025;183 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000328056;Yago Rubayo;M (C);M (C);17;Pays Basque;Albacete;Second Division;0;0;-;Scouting Required;Unknown;£85 - £120 p/w;30/6/2026;171 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67157518;Ander Cantero;GK;GK;29;Spain;Ferrol;Second Division;41;3621;6.61;Important Player;£16K - £160K;£3.5K - £4K p/w;30/6/2024;189 cm;Left-Footed;Very Strong;Weak;8.9;4.2;14.7;22.2;0.5;0.0;1.4;0.0;0.0;0.0;0.0;8.0;0.1;0.0;5.6;0.0;0.0;0.0;87;74;0;0.0;0.0;0.0;0.2;0.0;0.0;0;0.0;0;13;0;0;0.0;0.0;0.0;0.0;1.4;0.0;3;1.0;1;0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0
2000328410;Lucas Jiménez;GK;GK;17;Spain;Málaga;Spanish Federation 1B;0;0;-;Future Prospect;£26K - £275K;£100 p/w;30/6/2025;184 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000328411;Alfonso Rodríguez;D (C);D (C);18;Spain;Málaga;Spanish Federation 1B;0;0;-;Youngster;£500 - £6K;£250 p/w;30/6/2024;189 cm;Right-Footed;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000329855;Jean Luc;GK;GK;18;Puerto Rico;Granada B;Spanish Federation 1B;0;0;-;Scouting Required;£40K - £375K;£550 - £800 p/w;30/6/2026;187 cm;Right-Footed;Fairly Strong;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000330454;Hugo García;M (C);M (C);21;Spain;Burgos;Second Division;0 (1);4;-;Surplus to Requirements;£85K;£240 - £270 p/w;30/6/2024;172 cm;Right-Footed;Fairly Strong;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67157617;Moisés Delgado;D (L);D/WB (L);30;Spain;Ferrol;Second Division;5 (5);382;6.56;Scouting Required;£65K - £240K;£1.4K - £1.9K p/w;30/6/2025;173 cm;Left-Footed;Very Strong;Weak;17.2;11.5;41.0;47.4;6.6;1.2;3.3;0.0;7.8;3.3;1.4;1.6;2.6;3.8;12.6;0.5;13.7;2.1;0;0;0;0.0;1.6;2.8;0.0;0.0;0.0;-0.15;0.0;3;0;1;0;4.5;0.7;2.1;0.0;0.0;0.0;0;0.5;1;0;0.0;1.4;0.0;0.2;0.0;0.5;0.2;0.2
2000330854;Adrián García;AM (C);AM (C), ST (C);18;Spain;Mirandés;Second Division;0;0;-;Scouting Required;£0 - £95K;£230 - £320 p/w;30/6/2025;174 cm;Right-Footed;Fairly Strong;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67159151;Gianfranco Gazzaniga;GK;GK;30;Ecuador;Ferrol;Second Division;3 (1);369;6.73;Backup;£5K - £55K;£1.2K - £1.4K p/w;30/6/2027;184 cm;Right-Footed;Weak;Very Strong;11.2;3.4;12.7;21.2;0.0;0.0;1.5;0.0;0.0;0.0;0.0;7.3;0.2;0.0;6.1;0.0;0.0;0.0;84;66;0;0.0;0.0;0.0;0.5;0.0;0.0;0;0.0;0;1;0;0;0.0;0.0;0.0;0.0;1.5;0.0;2;1.7;0;0;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;0.0
2000330859;Álex Jiménez;D (C);D (C);18;Spain;Mirandés;Second Division;0 (1);17;6.40;Scouting Required;£2.5K - £26K;£240 - £330 p/w;30/6/2025;187 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2002071683;Daniel Jiménez;DM;DM, M (C);16;Spain;R. Santander;Second Division;34 (7);0;-;Scouting Required;Unknown;£50 - £70 p/w;30/6/2028;180 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2002071685;Omar Rodríguez;AM (R);M/AM (R);15;Spain;R. Santander;Second Division;0;0;-;Scouting Required;Unknown;£55 - £70 p/w;30/6/2028;166 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2002071687;Alberto Sukunza;D (C);D/M (C);16;Spain;R. Santander;Second Division;0;0;-;Scouting Required;Unknown;£55 - £75 p/w;30/6/2028;189 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2002071691;Isaac Lobato;DM;DM;15;Spain;R. Santander;Second Division;0;0;-;Scouting Required;Unknown;£40 - £55 p/w;30/6/2028;181 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2002071694;Adrián Fuentes;AM (L);AM (L), ST (C);15;Belgium;R. Santander;Second Division;0;0;-;Scouting Required;Unknown;£40 - £60 p/w;30/6/2028;180 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2002071695;Antonio;ST (C);M/AM (L), ST (C);15;Spain;R. Santander;Second Division;0;0;-;Scouting Required;Unknown;£40 - £60 p/w;30/6/2028;180 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2002071696;Rubén;GK;GK;15;Spain;R. Santander;Second Division;0;0;-;Scouting Required;Unknown;£45 - £60 p/w;30/6/2028;181 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67175314;Javi Montoya;GK;GK;33;Spain;Melilla;Spanish Federation 1B;35;3147;6.81;First-Choice Goalkeeper;£0 - £30K;£675 - £800 p/w;30/6/2024;186 cm;Right-Footed;Reasonable;Very Strong;12.0;4.1;10.2;18.3;0.7;0.0;1.1;0.0;0.0;0.0;0.0;10.2;0.3;0.0;5.2;0.0;0.1;0.0;84;81;0;0.0;0.0;0.0;0.3;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;1.1;0.0;4;1.1;2;0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
2002071905;Francisco Seguí;DM;DM;15;Spain;Levante;Second Division;0;0;-;Scouting Required;Unknown;£40 - £60 p/w;30/6/2028;181 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67175521;Bernabé;GK;GK;31;Spain;Albacete;Second Division;44;3960;6.88;B Team Regular;£230K - £650K;£2.6K - £3.1K p/w;30/6/2024;189 cm;Right-Footed Only;Weak;Very Strong;8.9;3.8;14.8;23.6;0.2;0.0;1.0;0.0;0.0;0.0;0.0;7.4;0.1;0.0;5.3;0.0;0.1;0.0;88;75;0;0.0;0.0;0.0;0.3;0.0;0.0;0;0.0;1;9;1;0;0.0;0.0;0.0;0.0;1.0;0.0;2;1.3;0;0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
2002071906;Abdoulaye Keita;M (C);M (C), AM (LC);15;France;Levante;Second Division;0;0;-;Scouting Required;Unknown;£45 - £60 p/w;30/6/2028;166 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67175524;José Antonio Caro;D (R);D (RC);31;Spain;Melilla;Spanish Federation 1B;37;3330;6.94;Scouting Required;£0 - £5K;£1K - £1.4K p/w;30/6/2024;183 cm;Right-Footed Only;Weak;Very Strong;5.5;12.2;63.2;68.1;5.0;0.1;1.2;0.0;3.6;1.1;0.6;2.1;1.5;0.9;11.1;0.1;3.4;0.0;0;0;0;0.0;2.0;5.5;0.0;0.0;0.1;-0.24;0.1;15;0;5;0;7.4;0.8;0.0;0.0;0.0;0.1;0;1.2;0;1;0.0;0.1;0.0;0.0;0.2;0.5;0.3;0.5
2002071907;José Manuel;AM (L);D/AM (L);16;Spain;Levante;Second Division;0;0;-;Scouting Required;Unknown;£45 - £65 p/w;30/6/2028;175 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
